PostalCode,HubID,LMR,CourierId
6335,PLZ,Regional,courier_a
6350,PLZ,Regional,courier_a
6351,PLZ,Regional,courier_a
6360,PLZ,Regional,courier_a
6365,PLZ,Regional,courier_a
6370,PLZ,Regional,courier_a
6375,PLZ,Regional,courier_a
6385,PLZ,Regional,courier_a
6390,PLZ,Main,courier_a
6400,PLZ,Regional,courier_a
6410,GRG,Regional,courier_a
6411,GRG,Regional,courier_a
6430,GRG,Regional,courier_a
6435,GRG,Regional,courier_a
6440,GRG,Regional,courier_a
6445,GRG,Regional,courier_a
6446,GRG,Regional,courier_a
6447,GRG,Regional,courier_a
6450,BFW,Regional,courier_a
6451,GRG,Regional,courier_a
6452,GRG,Regional,courier_a
6454,GRG,Regional,courier_a
6460,GRG,Regional,courier_a
6462,GRG,Regional,courier_a
6463,GRG,Regional,courier_a
6466,GRG,Regional,courier_a
6467,GRG,Regional,courier_a
6480,GRG,Regional,courier_a
6490,GRG,Regional,courier_a
6500,GRG,Main,courier_a
6501,GRG,Main,courier_a
6502,GRG,Main,courier_a
6503,GRG,Main,courier_a
6504,GRG,Regional,courier_a
6505,GRG,Regional,courier_a
6506,GRG,Main,courier_a
6507,GRG,Main,courier_a
6510,GRG,Main,courier_a
6511,GRG,Main,courier_a
6520,GRG,Main,courier_a
6525,GRG,Main,courier_a
6526,GRG,Main,courier_a
6529,GRG,Main,courier_a
6530,GRG,Main,courier_a
6531,GRG,Main,courier_a
6534,GRG,Main,courier_a
6535,GRG,Main,courier_a
6536,GRG,Main,courier_a
6537,GRG,Main,courier_a
6538,GRG,Main,courier_a
6539,GRG,Main,courier_a
6541,GRG,Main,courier_a
6542,GRG,Main,courier_a
6543,GRG,Main,courier_a
6544,GRG,Main,courier_a
6545,GRG,Main,courier_a
6546,GRG,Main,courier_a
6547,GRG,Main,courier_a
6560,GRG,Main,courier_a
6570,GRG,Regional,courier_a
6571,GRG,Regional,courier_a
6573,GRG,Main,courier_a
6576,GRG,Regional,courier_a
6580,GRG,Regional,courier_a
6583,GRG,Regional,courier_a
6600,GRG,Regional,courier_a
6601,GRG,Regional,courier_a
6602,GRG,Regional,courier_a
6603,GRG,Regional,courier_a
6604,GRG,Regional,courier_a
6605,GRG,Regional,courier_a
6606,GRG,Regional,courier_a
6615,GRG,Main,courier_a
6620,GRG,Regional,courier_a
6623,GRG,Regional,courier_a
6624,GRG,Regional,courier_a
6625,GRG,Regional,courier_a
6628,GRG,Regional,courier_a
6631,GRG,Regional,courier_a
6632,GRG,Regional,courier_a
6633,GRG,Regional,courier_a
6634,GRG,Regional,courier_a
6650,GRG,Regional,courier_a
6651,GRG,Regional,courier_a
6655,GRG,Regional,courier_a
6656,GRG,Regional,courier_a
6660,GRG,Regional,courier_a
6665,GRG,Regional,courier_a
6666,CPT,Regional,courier_a
6667,GRG,Regional,courier_a
6670,GRG,Regional,courier_a
6671,GRG,Regional,courier_a
6674,GRG,Regional,courier_a
6675,GRG,Regional,courier_a
6676,GRG,Regional,courier_a
6690,GRG,Regional,courier_a
6695,GRG,Regional,courier_a
6696,GRG,Regional,courier_a
6705,CPT,Regional,courier_a
6707,CPT,Regional,courier_a
6708,CPT,Regional,courier_a
6715,CPT,Regional,courier_a
6720,CPT,Regional,courier_a
6730,CPT,Regional,courier_a
6740,CPT,Regional,courier_a
6741,CPT,Regional,courier_a
6742,CPT,Regional,courier_a
6743,CPT,Regional,courier_a
6750,CPT,Regional,courier_a
6810,CPT,Regional,courier_a
6811,CPT,Regional,courier_a
6812,CPT,Regional,courier_a
6820,CPT,Regional,courier_a
6821,CPT,Regional,courier_a
6830,CPT,Regional,courier_a
6835,CPT,Regional,courier_a
6836,CPT,Regional,courier_a
6837,CPT,Regional,courier_a
6838,CPT,Regional,courier_a
6840,CPT,Regional,courier_a
6845,CPT,Regional,courier_a
6848,CPT,Regional,courier_a
6849,CPT,Regional,courier_a
6850,CPT,Regional,courier_a
6851,CPT,Regional,courier_a
6852,CPT,Regional,courier_a
6853,CPT,Regional,courier_a
6854,CPT,Regional,courier_a
6855,CPT,Regional,courier_a
6856,CPT,Regional,courier_a
6857,CPT,Regional,courier_a
6858,CPT,Regional,courier_a
6859,CPT,Regional,courier_a
6861,CPT,Regional,courier_a
6862,CPT,Regional,courier_a
6863,CPT,Regional,courier_a
6864,CPT,Regional,courier_a
6870,CPT,Regional,courier_a
6875,CPT,Regional,courier_a
6880,CPT,Regional,courier_a
6900,BFW,Regional,courier_a
6901,BFW,Regional,courier_a
6920,BFW,Regional,courier_a
6930,BFW,Regional,courier_a
6931,BFW,Regional,courier_a
6932,BFW,Regional,courier_a
6940,BFW,Regional,courier_a
6950,BFW,Regional,courier_a
6960,BFW,Regional,courier_a
6970,BFW,Regional,courier_a
6973,BFW,Regional,courier_a
6976,BFW,Regional,courier_a
6985,BFW,Regional,courier_a
6995,BFW,Regional,courier_a
7000,KIM,Regional,courier_a
7005,BLM,Regional,courier_a
7070,BFW,Regional,courier_a
7071,BFW,Regional,courier_a
7090,BLM,Regional,courier_a
7100,CPT,Main,courier_a
7101,CPT,Main,courier_a
7104,CPT,Main,courier_a
7110,CPT,Main,courier_a
7129,CPT,Main,courier_a
7130,CPT,Main,courier_a
7131,CPT,Main,courier_a
7133,CPT,Main,courier_a
7134,CPT,Main,courier_a
7135,CPT,Main,courier_a
7139,CPT,Main,courier_a
7140,CPT,Main,courier_a
7141,CPT,Regional,courier_a
7143,CPT,Main,courier_a
7151,CPT,Regional,courier_a
7160,CPT,Regional,courier_a
7171,CPT,Regional,courier_a
7180,CPT,Regional,courier_a
7185,CPT,Regional,courier_a
7195,CPT,Regional,courier_a
7196,CPT,Regional,courier_a
7200,CPT,Regional,courier_a
7201,CPT,Regional,courier_a
7202,CPT,Regional,courier_a
7210,CPT,Regional,courier_a
7220,CPT,Regional,courier_a
7230,CPT,Regional,courier_a
7232,CPT,Regional,courier_a
7233,CPT,Regional,courier_a
7234,CPT,Regional,courier_a
7250,CPT,Regional,courier_a
7252,CPT,Regional,courier_a
7270,CPT,Regional,courier_a
7271,CPT,Regional,courier_a
7280,CPT,Regional,courier_a
7281,CPT,Regional,courier_a
7282,CPT,Regional,courier_a
7283,CPT,Regional,courier_a
7284,CPT,Regional,courier_a
7285,CPT,Regional,courier_a
7287,CPT,Regional,courier_a
7299,CPT,Regional,courier_a
7300,CPT,Regional,courier_a
7301,CPT,Regional,courier_a
7302,CPT,Regional,courier_a
7303,CPT,Regional,courier_a
7304,CPT,Regional,courier_a
7305,CPT,Regional,courier_a
7306,CPT,Regional,courier_a
7307,CPT,Regional,courier_a
7308,CPT,Regional,courier_a
7310,CPT,Regional,courier_a
7312,CPT,Regional,courier_a
7320,CPT,Regional,courier_a
7321,CPT,Regional,courier_a
7322,CPT,Regional,courier_a
7323,CPT,Regional,courier_a
7325,CPT,Regional,courier_a
7335,CPT,Regional,courier_a
7340,CPT,Regional,courier_a
7342,CPT,Regional,courier_a
7345,CPT,Regional,courier_a
7347,CPT,Regional,courier_a
7348,CPT,Regional,courier_a
7349,CPT,Regional,courier_a
7350,CPT,Regional,courier_a
7351,CPT,Regional,courier_a
7352,CPT,Regional,courier_a
7353,CPT,Regional,courier_a
7354,CPT,Regional,courier_a
7355,CPT,Regional,courier_a
7357,CPT,Regional,courier_a
7358,CPT,Regional,courier_a
7365,CPT,Regional,courier_a
7375,CPT,Regional,courier_a
7380,CPT,Regional,courier_a
7381,CPT,Regional,courier_a
7382,CPT,Regional,courier_a
7390,CPT,Regional,courier_a
7395,CPT,Regional,courier_a
7400,CPT,Main,courier_a
7404,CPT,Main,courier_a
7405,CPT,Main,courier_a
7406,CPT,Main,courier_a
7407,CPT,Main,courier_a
7420,CPT,Main,courier_a
7425,CPT,Main,courier_a
7430,CPT,Main,courier_a
7433,CPT,Main,courier_a
7435,CPT,Main,courier_a
7436,CPT,Main,courier_a
7437,CPT,Main,courier_a
7439,CPT,Main,courier_a
7440,CPT,Regional,courier_a
7441,CPT,Main,courier_a
7442,CPT,Main,courier_a
7443,CPT,Main,courier_a
7444,CPT,Main,courier_a
7446,CPT,Main,courier_a
7447,CPT,Main,courier_a
7449,CPT,Main,courier_a
7450,CPT,Main,courier_a
7451,CPT,Main,courier_a
7455,CPT,Regional,courier_a
7456,CPT,Main,courier_a
7459,CPT,Main,courier_a
7460,CPT,Main,courier_a
7463,CPT,Main,courier_a
7465,CPT,Main,courier_a
7475,CPT,Main,courier_a
7480,CPT,Main,courier_a
7485,CPT,Main,courier_a
7489,CPT,Main,courier_a
7490,CPT,Main,courier_a
7491,CPT,Main,courier_a
7493,CPT,Main,courier_a
7499,CPT,Main,courier_a
7500,CPT,Main,courier_a
7501,CPT,Main,courier_a
7503,CPT,Main,courier_a
7504,CPT,Main,courier_a
7505,CPT,Main,courier_a
7506,CPT,Main,courier_a
7507,CPT,Main,courier_a
7525,CPT,Main,courier_a
7530,CPT,Main,courier_a
7532,CPT,Main,courier_a
7533,CPT,Main,courier_a
7535,CPT,Main,courier_a
7536,CPT,Main,courier_a
7537,CPT,Main,courier_a
7538,CPT,Main,courier_a
7539,CPT,Main,courier_a
7540,CPT,Main,courier_a
7550,CPT,Main,courier_a
7551,CPT,Main,courier_a
7553,CPT,Main,courier_a
7560,CPT,Main,courier_a
7561,CPT,Main,courier_a
7562,CPT,Main,courier_a
7569,CPT,Main,courier_a
7570,CPT,Main,courier_a
7571,CPT,Main,courier_a
7572,CPT,Main,courier_a
7579,CPT,Regional,courier_a
7580,CPT,Main,courier_a
7581,CPT,Main,courier_a
7582,CPT,Main,courier_a
7599,CPT,Main,courier_a
7600,CPT,Main,courier_a
7601,CPT,Regional,courier_a
7602,CPT,Regional,courier_a
7603,CPT,Regional,courier_a
7604,CPT,Regional,courier_a
7605,CPT,Regional,courier_a
7606,CPT,Regional,courier_a
7607,CPT,Regional,courier_a
7608,CPT,Regional,courier_a
7609,CPT,Regional,courier_a
7611,CPT,Main,courier_a
7612,CPT,Regional,courier_a
7613,CPT,Main,courier_a
7614,CPT,Regional,courier_a
7620,CPT,Regional,courier_a
7622,CPT,Regional,courier_a
7623,CPT,Regional,courier_a
7624,CPT,Regional,courier_a
7625,CPT,Regional,courier_a
7626,CPT,Regional,courier_a
7627,CPT,Regional,courier_a
7628,CPT,Regional,courier_a
7630,CPT,Regional,courier_a
7645,CPT,Regional,courier_a
7646,CPT,Regional,courier_a
7654,CPT,Regional,courier_a
7655,CPT,Regional,courier_a
7656,CPT,Regional,courier_a
7670,CPT,Regional,courier_a
7680,CPT,Regional,courier_a
7681,CPT,Regional,courier_a
7690,CPT,Regional,courier_a
7691,CPT,Regional,courier_a
7700,CPT,Main,courier_a
7701,CPT,Main,courier_a
7702,CPT,Main,courier_a
7705,CPT,Main,courier_a
7707,CPT,Main,courier_a
7708,CPT,Main,courier_a
7725,CPT,Main,courier_a
7735,CPT,Main,courier_a
7740,CPT,Main,courier_a
7745,CPT,Main,courier_a
7750,CPT,Regional,courier_a
7751,CPT,Regional,courier_a
7752,CPT,Regional,courier_a
7753,CPT,Regional,courier_a
7755,CPT,Main,courier_a
7756,CPT,Main,courier_a
7760,CPT,Main,courier_a
7762,CPT,Regional,courier_a
7763,CPT,Regional,courier_a
7764,CPT,Regional,courier_a
7765,CPT,Regional,courier_a
7766,CPT,Main,courier_a
7767,CPT,Regional,courier_a
7769,CPT,Main,courier_a
7770,CPT,Main,courier_a
7779,CPT,Main,courier_a
7780,CPT,Main,courier_a
7782,CPT,Main,courier_a
7783,CPT,Regional,courier_a
7784,CPT,Regional,courier_a
7785,CPT,Regional,courier_a
7786,CPT,Main,courier_a
7787,CPT,Regional,courier_a
7788,CPT,Main,courier_a
7789,CPT,Regional,courier_a
7790,CPT,Regional,courier_a
7791,CPT,Regional,courier_a
7792,CPT,Regional,courier_a
7793,CPT,Regional,courier_a
7794,CPT,Regional,courier_a
7798,CPT,Regional,courier_a
7800,CPT,Main,courier_a
7801,CPT,Main,courier_a
7802,CPT,Regional,courier_a
7805,CPT,Regional,courier_a
7806,CPT,Main,courier_a
7808,CPT,Main,courier_a
7824,CPT,Main,courier_a
7848,CPT,Main,courier_a
7864,CPT,Main,courier_a
7872,CPT,Main,courier_a
7880,CPT,Main,courier_a
7888,CPT,Main,courier_a
7905,CPT,Main,courier_a
7915,CPT,Main,courier_a
7925,CPT,Main,courier_a
7935,CPT,Main,courier_a
7937,CPT,Main,courier_a
7941,CPT,Regional,courier_a
7945,CPT,Main,courier_a
7946,CPT,Main,courier_a
7947,CPT,Main,courier_a
7948,CPT,Main,courier_a
7950,CPT,Main,courier_a
7965,CPT,Main,courier_a
7966,CPT,Main,courier_a
7974,CPT,Main,courier_a
7975,CPT,Main,courier_a
7976,CPT,Main,courier_a
7977,CPT,Main,courier_a
7978,CPT,Main,courier_a
7979,CPT,Main,courier_a
7985,CPT,Main,courier_a
7990,CPT,Main,courier_a
7995,CPT,Regional,courier_a
8000,CPT,Main,courier_a
8001,CPT,Main,courier_a
8002,CPT,Main,courier_a
8003,CPT,Main,courier_a
8004,CPT,Regional,courier_a
8005,CPT,Main,courier_a
8007,CPT,Main,courier_a
8008,CPT,Main,courier_a
8010,CPT,Main,courier_a
8012,CPT,Main,courier_a
8017,CPT,Main,courier_a
8018,CPT,Main,courier_a
8024,CPT,Main,courier_a
8040,CPT,Main,courier_a
8050,CPT,Main,courier_a
8051,CPT,Main,courier_a
8060,CPT,Main,courier_a
8100,CPT,Regional,courier_a
8105,CPT,Regional,courier_a
8110,CPT,Regional,courier_a
8115,CPT,Regional,courier_a
8120,CPT,Regional,courier_a
8121,CPT,Regional,courier_a
8122,CPT,Regional,courier_a
8130,CPT,Regional,courier_a
8135,CPT,Regional,courier_a
8138,CPT,Regional,courier_a
8145,SPK,Regional,courier_a
8146,SPK,Regional,courier_a
8147,SPK,Regional,courier_a
8149,SPK,Regional,courier_a
8151,SPK,Regional,courier_a
8160,SPK,Regional,courier_a
8165,SPK,Regional,courier_a
8170,SPK,Regional,courier_a
8180,SPK,Regional,courier_a
8185,SPK,Regional,courier_a
8190,SPK,Regional,courier_a
8191,SPK,Regional,courier_a
8193,SPK,Regional,courier_a
8200,SPK,Regional,courier_a
8201,SPK,Regional,courier_a
8202,SPK,Regional,courier_a
8203,SPK,Regional,courier_a
8204,SPK,Regional,courier_a
8205,SPK,Regional,courier_a
8207,SPK,Regional,courier_a
8220,SPK,Regional,courier_a
8221,SPK,Regional,courier_a
8222,SPK,Regional,courier_a
8223,SPK,Regional,courier_a
8240,SPK,Regional,courier_a
8241,SPK,Regional,courier_a
8242,SPK,Regional,courier_a
8244,SPK,Regional,courier_a
8245,SPK,Regional,courier_a
8246,SPK,Regional,courier_a
8247,SPK,Regional,courier_a
8249,SPK,Regional,courier_a
8251,SPK,Regional,courier_a
8252,SPK,Regional,courier_a
8253,SPK,Regional,courier_a
8257,SPK,Regional,courier_a
8259,SPK,Regional,courier_a
8260,SPK,Regional,courier_a
8261,SPK,Regional,courier_a
8265,SPK,Regional,courier_a
8270,SPK,Regional,courier_a
8271,SPK,Regional,courier_a
8280,SPK,Regional,courier_a
8282,SPK,Regional,courier_a
8283,SPK,Regional,courier_a
8284,SPK,Regional,courier_a
8289,SPK,Regional,courier_a
8290,SPK,Regional,courier_a
8292,SPK,Regional,courier_a
8294,SPK,Regional,courier_a
8300,KIM,Main,courier_a
8301,KIM,Main,courier_a
8303,KIM,Main,courier_a
8305,UMT,Regional,courier_a
8306,KIM,Regional,courier_a
8309,KIM,Main,courier_a
8315,KIM,Main,courier_a
8320,KIM,Main,courier_a
8325,KIM,Main,courier_a
8330,KIM,Main,courier_a
8335,KIM,Regional,courier_a
8340,KIM,Regional,courier_a
8345,KIM,Main,courier_a
8346,KIM,Main,courier_a
8350,KIM,Regional,courier_a
8360,KIM,Regional,courier_a
8365,UPT,Regional,courier_a
8375,KIM,Regional,courier_a
8376,KIM,Regional,courier_a
8377,KIM,Regional,courier_a
8379,KIM,Regional,courier_a
8390,KIM,Regional,courier_a
8391,KIM,Regional,courier_a
8405,KIM,Regional,courier_a
8410,KIM,Regional,courier_a
8420,UPT,Regional,courier_a
8423,UPT,Regional,courier_a
8426,UPT,Regional,courier_a
8445,UPT,Regional,courier_a
8446,UPT,Regional,courier_a
8447,UPT,Regional,courier_a
8450,UPT,Regional,courier_a
8460,UPT,Regional,courier_a
8461,UPT,Regional,courier_a
8462,UPT,Regional,courier_a
8463,UPT,Regional,courier_a
8465,UPT,Regional,courier_a
8466,UPT,Regional,courier_a
8467,UPT,Regional,courier_a
8468,UPT,Regional,courier_a
8470,UPT,Regional,courier_a
8474,UPT,Regional,courier_a
8476,UPT,Regional,courier_a
8477,UPT,Regional,courier_a
8478,KIM,Regional,courier_a
8479,KIM,Regional,courier_a
8480,UPT,Regional,courier_a
8481,UMT,Regional,courier_a
8482,UPT,Regional,courier_a
8483,UPT,Regional,courier_a
8484,KIM,Regional,courier_a
8485,UPT,Regional,courier_a
8490,UPT,Regional,courier_a
8491,UPT,Regional,courier_a
8505,KIM,Regional,courier_a
8510,KIM,Regional,courier_a
8530,KIM,Regional,courier_a
8532,KIM,Regional,courier_a
8534,KIM,Regional,courier_a
8535,KIM,Regional,courier_a
8537,KIM,Regional,courier_a
8550,KIM,Regional,courier_a
8552,KIM,Regional,courier_a
8553,KIM,Regional,courier_a
8560,KIM,Regional,courier_a
8561,KIM,Regional,courier_a
8565,KIM,Regional,courier_a
8566,KIM,Regional,courier_a
8567,KIM,Regional,courier_a
8568,KIM,Regional,courier_a
8569,KIM,Regional,courier_a
8570,KIM,Regional,courier_a
8575,KIM,Regional,courier_a
8576,KIM,Regional,courier_a
8577,KIM,Regional,courier_a
8580,KIM,Regional,courier_a
8581,KIM,Regional,courier_a
8582,KIM,Regional,courier_a
8583,KIM,Regional,courier_a
8584,KIM,Regional,courier_a
8585,KIM,Regional,courier_a
8586,KIM,Regional,courier_a
8587,BLM,Regional,courier_a
8588,KIM,Regional,courier_a
8589,KIM,Regional,courier_a
8590,KIM,Regional,courier_a
8591,KIM,Regional,courier_a
8592,KIM,Regional,courier_a
8593,KIM,Regional,courier_a
8594,KIM,Regional,courier_a
8595,KIM,Regional,courier_a
8596,KIM,Regional,courier_a
8597,KIM,Regional,courier_a
8598,KIM,Regional,courier_a
8599,KIM,Regional,courier_a
8600,KIM,Regional,courier_a
8601,KIM,Regional,courier_a
8602,KIM,Regional,courier_a
8603,KIM,Regional,courier_a
8604,KIM,Regional,courier_a
8605,KIM,Regional,courier_a
8606,KIM,Regional,courier_a
8607,KIM,Regional,courier_a
8608,KIM,Regional,courier_a
8609,KIM,Regional,courier_a
8610,KIM,Regional,courier_a
8611,KIM,Regional,courier_a
8612,KIM,Regional,courier_a
8613,KIM,Regional,courier_a
8614,KIM,Regional,courier_a
8615,UPT,Regional,courier_a
8616,KIM,Regional,courier_a
8617,KIM,Regional,courier_a
8618,KIM,Regional,courier_a
8619,KIM,Regional,courier_a
8620,KIM,Regional,courier_a
8621,KIM,Regional,courier_a
8622,KIM,Regional,courier_a
8623,KIM,Regional,courier_a
8624,KIM,Regional,courier_a
8625,KIM,Regional,courier_a
8626,UPT,Regional,courier_a
8627,KIM,Regional,courier_a
8628,KIM,Regional,courier_a
8630,UPT,Regional,courier_a
8631,KIM,Regional,courier_a
8650,KIM,Regional,courier_a
8655,KLK,Regional,courier_a
8660,UPT,Regional,courier_a
8680,KIM,Regional,courier_a
8700,KIM,Regional,courier_a
8701,KIM,Regional,courier_a
8710,KIM,Regional,courier_a
8720,KIM,Regional,courier_a
8730,KIM,Regional,courier_a
8731,KIM,Regional,courier_a
8735,KIM,Regional,courier_a
8745,KIM,Regional,courier_a
8750,KIM,Regional,courier_a
8751,KIM,Regional,courier_a
8752,KIM,Regional,courier_a
8760,KIM,Regional,courier_a
8765,KIM,Regional,courier_a
8770,KIM,Regional,courier_a
8771,KIM,Regional,courier_a
8780,KIM,Regional,courier_a
8782,KIM,Regional,courier_a
8795,KIM,Regional,courier_a
8800,UPT,Regional,courier_a
8801,UPT,Regional,courier_a
8805,UPT,Regional,courier_a
8806,UPT,Regional,courier_a
8807,UPT,Regional,courier_a
8808,UPT,Regional,courier_a
8809,UPT,Regional,courier_a
8810,UPT,Regional,courier_a
8811,UPT,Regional,courier_a
8813,UPT,Regional,courier_a
8814,UPT,Regional,courier_a
8815,UPT,Regional,courier_a
8816,UPT,Regional,courier_a
8818,UPT,Regional,courier_a
8819,UPT,Regional,courier_a
8820,UPT,Regional,courier_a
8822,UPT,Regional,courier_a
8824,UPT,Regional,courier_a
8826,UPT,Regional,courier_a
8850,UPT,Regional,courier_a
8851,UPT,Regional,courier_a
8860,UPT,Regional,courier_a
8861,UPT,Regional,courier_a
8862,UPT,Regional,courier_a
8870,UPT,Regional,courier_a
8873,UPT,Regional,courier_a
8874,UPT,Regional,courier_a
8890,UPT,Regional,courier_a
8891,UPT,Regional,courier_a
8892,UPT,Regional,courier_a
8893,UPT,Regional,courier_a
8900,UPT,Regional,courier_a
8910,UPT,Regional,courier_a
8915,UPT,Regional,courier_a
8920,BFW,Regional,courier_a
8922,UPT,Regional,courier_a
8925,BFW,Regional,courier_a
8930,KIM,Regional,courier_a
8940,UPT,Regional,courier_a
8943,UPT,Regional,courier_a
9300,BLM,Main,courier_a
9301,BLM,Main,courier_a
9302,BLM,Main,courier_a
9303,BLM,Main,courier_a
9305,BLM,Main,courier_a
9306,BLM,Main,courier_a
9307,BLM,Main,courier_a
9309,BLM,Main,courier_a
9310,BLM,Main,courier_a
9311,BLM,Main,courier_a
9312,BLM,Main,courier_a
9313,BLM,Main,courier_a
9315,BLM,Regional,courier_a
9317,BLM,Main,courier_a
9320,BLM,Main,courier_a
9321,BLM,Main,courier_a
9322,BLM,Main,courier_a
9323,BLM,Main,courier_a
9324,BLM,Main,courier_a
9325,BLM,Main,courier_a
9326,BLM,Regional,courier_a
9327,BLM,Regional,courier_a
9328,BLM,Main,courier_a
9329,BLM,Main,courier_a
9330,BLM,Main,courier_a
9331,BLM,Main,courier_a
9332,BLM,Main,courier_a
9333,BLM,Main,courier_a
9334,BLM,Main,courier_a
9338,BLM,Main,courier_a
9348,BLM,Regional,courier_a
9356,BLM,Regional,courier_a
9358,BLM,Regional,courier_a
9360,BLM,Main,courier_a
9364,BLM,Main,courier_a
9380,BLM,Main,courier_a
9392,BLM,Regional,courier_a
9400,BLM,Regional,courier_a
9401,BLM,Regional,courier_a
9410,BLM,Regional,courier_a
9414,BLM,Regional,courier_a
9420,BLM,Regional,courier_a
9423,BLM,Regional,courier_a
9430,BLM,Regional,courier_a
9431,BLM,Regional,courier_a
9432,BLM,Regional,courier_a
9433,BLM,Regional,courier_a
9435,BLM,Regional,courier_a
9436,BLM,Regional,courier_a
9437,BLM,Regional,courier_a
9438,BLM,Regional,courier_a
9445,BLM,Regional,courier_a
9447,BLM,Regional,courier_a
9450,BLM,Regional,courier_a
9459,BLM,Regional,courier_a
9460,WEL,Regional,courier_a
9462,WEL,Regional,courier_a
9463,WEL,Regional,courier_a
9464,WEL,Regional,courier_a
9465,WEL,Regional,courier_a
9466,WEL,Regional,courier_a
9467,WEL,Regional,courier_a
9468,WEL,Regional,courier_a
9469,WEL,Regional,courier_a
9470,HRS,Regional,courier_a
9471,WEL,Regional,courier_a
9472,HRS,Regional,courier_a
9473,WEL,Regional,courier_a
9474,WEL,Regional,courier_a
9475,KIM,Regional,courier_a
9476,WEL,Regional,courier_a
9477,BLM,Regional,courier_a
9478,WEL,Regional,courier_a
9479,BLM,Regional,courier_a
9480,WEL,Regional,courier_a
9481,WEL,Regional,courier_a
9482,BLM,Regional,courier_a
9483,WEL,Regional,courier_a
9484,WEL,Regional,courier_a
9485,BLM,Regional,courier_a
9486,WEL,Regional,courier_a
9487,WEL,Regional,courier_a
9488,WEL,Regional,courier_a
9489,BLM,Regional,courier_a
9490,WEL,Regional,courier_a
9492,WEL,Regional,courier_a
9493,BLM,Regional,courier_a
9499,KLK,Regional,courier_a
9500,KLK,Regional,courier_a
9502,KLK,Regional,courier_a
9503,KLK,Regional,courier_a
9505,KLK,Regional,courier_a
9515,BLM,Regional,courier_a
9520,KLK,Regional,courier_a
9521,KLK,Regional,courier_a
9535,KLK,Regional,courier_a
9540,KLK,Regional,courier_a
9570,IND,Regional,courier_a
9571,KLK,Regional,courier_a
9580,KLK,Regional,courier_a
9585,IND,Regional,courier_a
9595,KLK,Regional,courier_a
9600,BLM,Regional,courier_a
9602,HRS,Regional,courier_a
9610,BLM,Regional,courier_a
9630,HRS,Regional,courier_a
9640,HRS,Regional,courier_a
9650,ISA,Regional,courier_a
9651,ISA,Regional,courier_a
9660,KLK,Regional,courier_a
9661,KLK,Regional,courier_a
9663,KLK,Regional,courier_a
9664,KLK,Regional,courier_a
9670,BLM,Regional,courier_a
9680,BLM,Regional,courier_a
9682,BLM,Regional,courier_a
9700,HRS,Regional,courier_a
9701,HRS,Regional,courier_a
9702,HRS,Regional,courier_a
9703,HRS,Regional,courier_a
9704,HRS,Regional,courier_a
9705,HRS,Regional,courier_a
9706,HRS,Regional,courier_a
9707,HRS,Regional,courier_a
9720,BLM,Regional,courier_a
9725,HRS,Regional,courier_a
9730,BLM,Regional,courier_a
9732,BLM,Regional,courier_a
9735,BLM,Regional,courier_a
9740,BLM,Regional,courier_a
9742,BLM,Regional,courier_a
9744,BLM,Regional,courier_a
9745,BLM,Regional,courier_a
9746,BLM,Regional,courier_a
9747,BLM,Regional,courier_a
9748,BLM,Regional,courier_a
9749,BLM,Regional,courier_a
9750,BLM,Regional,courier_a
9752,BLM,Regional,courier_a
9754,BLM,Regional,courier_a
9755,BLM,Regional,courier_a
9756,BLM,Regional,courier_a
9758,BLM,Regional,courier_a
9759,BLM,Regional,courier_a
9760,BLM,Regional,courier_a
9762,BLM,Regional,courier_a
9763,BLM,Regional,courier_a
9764,BLM,Regional,courier_a
9765,BLM,Regional,courier_a
9766,BLM,Regional,courier_a
9767,BLM,Regional,courier_a
9768,BLM,Regional,courier_a
9769,BLM,Regional,courier_a
9770,BLM,Regional,courier_a
9771,BLM,Regional,courier_a
9772,BLM,Regional,courier_a
9773,BLM,Regional,courier_a
9774,BLM,Regional,courier_a
9775,BLM,Regional,courier_a
9776,BLM,Regional,courier_a
9777,BLM,Regional,courier_a
9778,BLM,Regional,courier_a
9780,BLM,Regional,courier_a
9781,BLM,Regional,courier_a
9782,BLM,Regional,courier_a
9783,BLM,Regional,courier_a
9784,BLM,Regional,courier_a
9785,BLM,Regional,courier_a
9786,BLM,Regional,courier_a
9787,BLM,Regional,courier_a
9788,BLM,Regional,courier_a
9789,BLM,Regional,courier_a
9790,BLM,Regional,courier_a
9792,BLM,Regional,courier_a
9795,BLM,Regional,courier_a
9797,BLM,Regional,courier_a
9798,BLM,Regional,courier_a
9800,HRS,Regional,courier_a
9810,HRS,Regional,courier_a
9820,HRS,Regional,courier_a
9830,ISA,Regional,courier_a
9835,HRS,Regional,courier_a
9840,ISA,Regional,courier_a
9850,HRS,Regional,courier_a
9860,HRS,Regional,courier_a
9866,HRS,Main,courier_a
9867,HRS,Regional,courier_a
9868,HRS,Regional,courier_a
9869,HRS,Regional,courier_a
9870,HRS,Regional,courier_a
9872,HRS,Regional,courier_a
9873,HRS,Regional,courier_a
9874,HRS,Regional,courier_a
9875,HRS,Regional,courier_a
9876,HRS,Regional,courier_a
9877,HRS,Regional,courier_a
9878,HRS,Regional,courier_a
9880,HRS,Main,courier_a
9882,HRS,Main,courier_a
9883,HRS,Main,courier_a
9885,HRS,Regional,courier_a
9890,HRS,Regional,courier_a
9904,BLM,Regional,courier_a
9908,BLM,Regional,courier_a
9913,BLM,Regional,courier_a
9917,BLM,Regional,courier_a
